Fecha;Mes;Dia;Hora;PrMargEsp;PrMargPor;EnTotCompraEsp;EnTotVentaEsp;EnTotCompraPor;EnTotVentaPor;EnTotIberia;EnTotBilat;ImpEspPor;ExpEspPor
10/9/21;9;5;16;147,51;147,51;25109,9;23827,7;6548,3;5148,5;31658,2;38137,5;0;1399,8
10/9/21;9;5;17;146,29;146,29;24494,8;23237,7;6552,9;5128;31047,7;37556,5;0;1424,9
10/9/21;9;5;18;148,4;148,4;24284,1;22869,6;6490,1;5222,6;30774,2;37273;0;1267,5
10/9/21;9;5;19;149,76;149,76;23354,5;21706,1;6379,4;5220,1;29733,9;36745,7;0;1159,3
10/9/21;9;5;20;156,66;156,66;22558,9;21473,9;6313,7;5837,5;28872,6;36160,7;0;476,2
10/9/21;9;5;21;159,31;159,31;22731,1;20616;6447,8;6722,9;29178,9;36508,8;275,1;0
10/9/21;9;5;22;159,3;159,3;23236,5;20410,2;6691,1;6557,4;29927,6;37027,1;0;133,7
10/9/21;9;5;23;157,07;157,07;21649,3;19520,4;6338;5506,9;27987,3;34877,6;0;831,1
10/9/21;9;5;24;154;154;19935;18094,6;5884,5;4764,9;25819,5;32589,6;0;1119,6
11/9/21;9;6;1;156,51;156,51;18564,1;16014,3;5410,6;5324,4;23974,7;30895,4;0;86,2
11/9/21;9;6;2;156,05;156,05;17343,7;15341,3;4985,5;4351,9;22329,2;29203,3;0;633,6
11/9/21;9;6;3;155,03;155,03;16267;14690,8;4741,1;3681,3;21008,1;27677,7;0;1059,8
11/9/21;9;6;4;155,03;155,03;15688;14041,4;4498,5;3648,1;20186,5;26750,6;0;850,4
11/9/21;9;6;5;155,57;155,57;15524,6;13667,8;4433,9;3793,7;19958,5;26229,7;0;640,2
11/9/21;9;6;6;155,47;155,47;15312;13509,4;4420,1;3725,7;19732,1;25972,6;0;694,4
11/9/21;9;6;7;155,27;155,27;15311,4;13646,4;4427,3;3595,3;19738,7;26193,9;0;832
11/9/21;9;6;8;156,34;156,34;15933,5;13686;4479;4229,5;20412,5;27031,1;0;249,5
11/9/21;9;6;9;156,26;156,26;16884,6;14167,9;4529,9;4286,6;21414,5;27953,2;0;243,3
11/9/21;9;6;10;156;156;18891,4;16508,6;4888;4310,8;23779,4;30088,2;0;577,2
11/9/21;9;6;11;154,85;154,85;20318,6;18577,7;5167;3947,9;25485,6;31584,2;0;1219,1
11/9/21;9;6;12;150;150;21388,7;19952,2;5445,9;4015,4;26834,6;32894,5;0;1430,5
11/9/21;9;6;13;147,2;147,2;21871,9;20753,6;5626,3;3877,6;27498,2;33638,4;0;1748,7
11/9/21;9;6;14;142,56;142,56;22381,3;21348,4;5695,7;3861,6;28077;34289,9;0;1834,1
11/9/21;9;6;15;140,01;140,01;22240,3;21379,4;5594,6;3727,5;27834,9;34086,8;0;1867,1
11/9/21;9;6;16;121,79;121,79;21532,6;20959,6;5535,7;3380,7;27068,3;33360,4;0;2155
11/9/21;9;6;17;120,48;120,48;20794,2;20311,8;5466,1;3220,5;26260,3;32531,8;0;2245,6
11/9/21;9;6;18;133,73;133,73;20393,5;19740;5366,6;3292,1;25760,1;32049,5;0;2074,5
11/9/21;9;6;19;148,3;148,3;19931,4;18911,5;5354,5;3646,4;25285,9;31614,6;0;1708,1
11/9/21;9;6;20;156,2;156,2;19182,2;17234,6;5439,6;4474,2;24621,8;31702,3;0;965,4
11/9/21;9;6;21;161,29;161,29;19017,8;16505,8;5622,3;5221,3;24640,1;31940,7;0;401
11/9/21;9;6;22;165;165;19665,9;17017,1;5909,6;5645,4;25575,5;32962,5;0;264,2
11/9/21;9;6;23;161,25;161,25;18819,7;16333,6;5658,2;5231,3;24477,9;31596,7;0;426,9
11/9/21;9;6;24;158,51;158,51;18160,6;15662,4;5364,9;4950,1;23525,5;30174,7;0;414,8
12/9/21;9;7;1;162,69;162,69;16593,2;13737;4967,7;5048,9;21560,9;28328,8;81,2;0
12/9/21;9;7;2;160,03;160,03;15499,5;13295,4;4663,5;4092,6;20163;26857,5;0;570,9
12/9/21;9;7;3;159,83;159,83;14769,6;12767,1;4433;3660,5;19202,6;25832,1;0;772,5
12/9/21;9;7;4;159,31;159,31;14271,9;12582,9;4261,2;3175,2;18533,1;24972,5;0;1086
12/9/21;9;7;5;158,76;158,76;14098,5;12571,3;4163,9;2870,1;18262,4;24368,2;0;1293,8
12/9/21;9;7;6;156,51;156,51;14048,3;12589,2;4109,1;2747,2;18157,4;24259,8;0;1361,9
12/9/21;9;7;7;156,51;156,51;14083,5;12588,8;4121,2;2794,9;18204,7;24370,7;0;1326,3
12/9/21;9;7;8;156,34;156,34;14067,2;12717,7;4150;2678,5;18217,2;24499,6;0;1471,5
12/9/21;9;7;9;152,33;152,33;14330,9;12792,9;4117,6;2649,6;18448,5;24743;0;1468
12/9/21;9;7;10;150,76;150,76;15895,7;14475,5;4395,3;2809,5;20291;26519,4;0;1585,8
12/9/21;9;7;11;127;127;17847,6;16810,3;4747,7;2779;22595,3;28716,7;0;1968,7
12/9/21;9;7;12;117,02;117,02;19050,9;18557,9;5393,7;2880,7;24444,6;30547,4;0;2513
12/9/21;9;7;13;116,27;116,27;19778,8;19423,7;6018,2;3090,3;25797;31978,6;0;2927,9
12/9/21;9;7;14;116,3;116,3;20466,4;20042,7;6109,4;3250,1;26575,8;32854,3;0;2859,3
12/9/21;9;7;15;116,3;116,3;20661,8;20142,2;5927,4;3349;26589,2;32916,3;0;2578,4
12/9/21;9;7;16;110,02;110,02;19979,5;19797,9;6223,2;3306,8;26202,7;32586,5;0;2916,4
12/9/21;9;7;17;110,01;110,01;19574;19388,5;6144,2;3231,7;25718,2;32110,1;0;2912,5
12/9/21;9;7;18;115,72;115,72;18828,4;18499,2;5777,5;3008,7;24605,9;31008,1;0;2768,8
12/9/21;9;7;19;140,28;140,28;18603,2;17485,5;5050,2;3069,9;23653,4;30068,4;0;1980,3
12/9/21;9;7;20;157,86;157,86;17954,9;16673,7;5151,4;3149,6;23106,3;30266,6;0;2001,8
12/9/21;9;7;21;164,8;164,8;18246,5;15609,3;5405,6;4759,8;23652,1;31104,6;0;645,8
12/9/21;9;7;22;167,53;167,53;19234,4;16670,7;5812,7;5093,4;25047,1;32696,8;0;719,3
12/9/21;9;7;23;165,09;165,09;18567,8;16244,1;5611,7;4652,4;24179,5;31855,8;0;959,3
12/9/21;9;7;24;163;163;17766,8;15685,9;5298,3;4096,2;23065,1;30362;0;1202,1
13/9/21;9;1;1;157,77;157,77;17266,2;16659,4;4970,3;2849,1;22236,5;28913,3;0;2121,2
13/9/21;9;1;2;154,98;154,98;16232,5;15567,8;4755,4;2692,1;20987,9;27502;0;2063,3
13/9/21;9;1;3;148,22;148,22;15417,7;14532,5;4537,1;2694,3;19954,8;26502,5;0;1842,8
13/9/21;9;1;4;138,28;138,28;15059;14071,6;4416,9;2676,3;19475,9;26059,7;0;1740,6
13/9/21;9;1;5;125;125;15112,4;13930;4345,4;2706,8;19457,8;26072,1;0;1638,6
13/9/21;9;1;6;125;125;15533,2;14070,2;4327,5;2969,5;19860,7;26591,5;0;1358
13/9/21;9;1;7;152,08;152,08;17181,5;15440,4;4441;3729,9;21622,5;28616,2;0;711,1
13/9/21;9;1;8;157,7;157,7;18957,2;18578;4758,7;4865;23715,9;31413,2;106,3;0
13/9/21;9;1;9;159,19;159,19;20488,2;19703,4;5120,1;6121,5;25608,3;33388;1001,4;0
13/9/21;9;1;10;157;157;21955,4;20436,4;5813,4;5937,6;27768,8;35526,9;124,2;0
13/9/21;9;1;11;154,77;154,77;23215;20591,6;6186,5;6127,9;29401,5;37204,4;0;58,6
13/9/21;9;1;12;156,34;156,34;24376,3;22575,5;6358;6208,8;30734,3;38173,9;0;149,2
13/9/21;9;1;13;156,52;156,52;25202,2;23507,2;6563,2;6308,2;31765,4;39137;0;255
13/9/21;9;1;14;155,83;155,83;25845,4;24018,9;6518,8;6395,3;32364,2;39563;0;123,5
13/9/21;9;1;15;154,71;154,71;25693,5;23658,2;6436,2;6521,5;32129,7;39273,7;85,3;0
13/9/21;9;1;16;151,03;151,03;24878,2;22916,4;6592,1;6303,9;31470,3;38658,5;0;288,2
13/9/21;9;1;17;152,72;152,72;24159,8;22442,8;6627,4;6094,4;30787,2;38105,7;0;533
13/9/21;9;1;18;159,09;159,09;23666;23674,2;6597,5;6389,3;30263,5;37602;0;208,2
13/9/21;9;1;19;166,5;166,5;22419,9;22644,1;6439,9;7704,6;28859,8;36385,8;1264,7;0
13/9/21;9;1;20;169,24;169,24;21772,8;21635,3;6377,4;8162,7;28150,2;35950,9;1785,3;0
13/9/21;9;1;21;170;170;21881,3;21036,6;6452,8;7964,8;28334,1;36267,4;1512;0
13/9/21;9;1;22;165;165;23382,4;20318,5;6771,3;7153,2;30153,7;38036;381,9;0
13/9/21;9;1;23;158,28;158,28;21946,2;20022,7;6425,7;5667,2;28371,9;35901,5;0;758,5
13/9/21;9;1;24;154,51;154,51;19945,5;17901,5;5947,9;5309,9;25893,4;32792,6;0;638
14/9/21;9;2;1;122,23;122,23;18750;16134,5;5497,7;4976,3;24247,7;31102,8;0;521,4
14/9/21;9;2;2;121,59;121,59;17698;15853,1;5151,2;3890,5;22849,2;29480,6;0;1260,7
14/9/21;9;2;3;119,97;119,97;17337,1;15421,5;4869,5;3548,1;22206,6;28794,3;0;1321,4
14/9/21;9;2;4;119,95;119,95;17310,3;15239,7;4774,2;3607,8;22084,5;28564,6;0;1166,4
14/9/21;9;2;5;119,95;119,95;17284,5;15070;4682;3659,5;21966,5;28357,6;0;1022,5
14/9/21;9;2;6;122,03;122,03;16678,5;14854,3;4667,9;3802,5;21346,4;27684,5;0;865,4
14/9/21;9;2;7;148,52;148,52;18054,5;15629,4;4734,6;4153,7;22789,1;29262,7;0;580,9
14/9/21;9;2;8;162,38;162,38;19484,4;19021;4955;4456,7;24439,4;31145,2;0;498,3
14/9/21;9;2;9;168,01;168,01;20205,1;20239,6;5263,6;5691;25468,7;32713;427,4;0
14/9/21;9;2;10;162,9;162,9;21596,5;20279,3;5976,4;4976,9;27572,9;34868,5;0;999,5
14/9/21;9;2;11;162,38;162,38;22353,1;20647,9;6339,6;5038,8;28692,7;35902,4;0;1300,8
14/9/21;9;2;12;163,74;163,74;23049,4;21971,2;6518,3;5146,5;29567,7;36782,9;0;1371,8
14/9/21;9;2;13;165;165;24180,3;22990,9;6629,5;5368,9;30809,8;37635,2;0;1260,6
14/9/21;9;2;14;163,74;163,74;24600,9;23628;6599,6;5122,5;31200,5;38023,5;0;1477,1
14/9/21;9;2;15;162,38;162,38;24315,5;23627,3;6519,3;4757,5;30834,8;37548,1;0;1761,8
14/9/21;9;2;16;161,09;161,09;23395,8;22867,1;6638,5;4670,2;30034,3;36725,8;0;1968,3
14/9/21;9;2;17;162,01;162,01;22993,6;22584,3;6578,3;4490,6;29571,9;36244,9;0;2087,7
14/9/21;9;2;18;164,72;164,72;22650,4;22680,7;6460;4822,3;29110,4;35876,5;0;1637,7
14/9/21;9;2;19;170,07;170,07;21376,3;22251,3;6311,5;6094,7;27687,8;34872,8;0;216,8
14/9/21;9;2;20;171,24;171,24;20870,7;21749,8;6257,4;6100,4;27128,1;34453,8;0;157
14/9/21;9;2;21;171,58;171,58;21682,2;21060,4;6408,8;6142,5;28091;35511,7;0;266,3
14/9/21;9;2;22;171,14;171,14;22204,8;20200,4;6666,8;6035,2;28871,6;36177,6;0;631,6
14/9/21;9;2;23;165,03;165,03;20936,6;19919,9;6353;4733,7;27289,6;34010,6;0;1619,3
14/9/21;9;2;24;160,67;160,67;19200,5;18309,2;5871,8;4127,1;25072,3;31465,4;0;1744,7
15/9/21;9;3;1;172;172;17841,5;15817;5137,9;4017,4;22979,4;30088;0;1120,5
15/9/21;9;3;2;168,47;168,47;16716,6;14576,7;4780,1;3775;21496,7;28526,5;0;1005,1
15/9/21;9;3;3;162,01;162,01;15971,2;13778,7;4556,7;3604,2;20527,9;27532,2;0;952,5
15/9/21;9;3;4;160;160;15640,4;13475,3;4411,8;3524,9;20052,2;27038,8;0;886,9
15/9/21;9;3;5;160;160;15383,3;13163,1;4308,1;3476,3;19691,4;26663,5;0;831,8
15/9/21;9;3;6;162,01;162,01;15594;13322,2;4266,2;3486;19860,2;26806,7;0;780,2
15/9/21;9;3;7;166,94;166,94;17212,8;14920,4;4333;3787;21545,8;28584,1;0;546
15/9/21;9;3;8;177,29;177,29;18717,7;20460;4563,9;5503,6;23281,6;31065,6;939,7;0
15/9/21;9;3;9;180;180;19496,5;20988,1;4807,6;5998;24304,1;32262;1190,4;0
15/9/21;9;3;10;180;180;20488,7;22438,2;5410,8;6143,3;25899,5;33885,1;732,5;0
15/9/21;9;3;11;180;180;21714,8;23940,7;5816,4;6272,5;27531,2;35395;456,1;0
15/9/21;9;3;12;178,34;178,34;22801,8;24882,1;5965,9;6235,6;28767,7;36196,8;269,7;0
15/9/21;9;3;13;180;180;23620,1;25710,9;6115,4;6374,6;29735,5;37035,1;259,2;0
15/9/21;9;3;14;175,74;175,74;24284,6;25899,1;6064,8;5619,1;30349,4;37521,4;0;445,7
15/9/21;9;3;15;175,76;175,76;23891,6;26228;6034,8;5730;29926,4;37106,2;0;304,8
15/9/21;9;3;16;175,1;175,1;22878,3;26106;6172,6;5194,9;29050,9;36258,5;0;977,7
15/9/21;9;3;17;175,44;175,44;22481,9;25656,4;6179,8;5255,3;28661,7;35868;0;924,5
15/9/21;9;3;18;175,44;175,44;21970,5;24975,8;6098,2;5342,9;28068,7;35650,2;0;755,3
15/9/21;9;3;19;175,76;175,76;20810,1;23566,1;6051,4;5844,3;26861,5;34853,5;0;207,1
15/9/21;9;3;20;180;180;20189,2;22188,2;5840;6523;26029,2;34286,6;683;0
15/9/21;9;3;21;180,3;180,3;19559,2;21346,4;5622,4;6517,2;25181,6;33588,9;894,8;0
15/9/21;9;3;22;176,78;176,78;21878,1;20831,6;6315,7;6240,3;28193,8;36459,1;0;75,4
15/9/21;9;3;23;170;170;20425,6;18643,1;6053,6;5015,1;26479,2;34255,8;0;1038,5
15/9/21;9;3;24;159,42;159,42;18938,8;17013,9;5662,4;4766,3;24601,2;31820;0;896,1
16/9/21;9;4;1;192,83;192,83;17462,5;13869,1;5002;5543,4;22464,5;29610,1;541,4;0
16/9/21;9;4;2;187,08;187,08;16573,4;13900,4;4895,8;4516,8;21469,2;28539,2;0;379
16/9/21;9;4;3;180,3;180,3;15883,1;13641,2;4760,2;3950,1;20643,3;27688,2;0;810,1
16/9/21;9;4;4;180;180;15711;13643;4765,9;3781,9;20476,9;27481,1;0;984
16/9/21;9;4;5;180;180;15716,8;13598,6;4697,8;3764;20414,6;27390,4;0;933,8
16/9/21;9;4;6;180;180;15854,7;13722,6;4670;3750,1;20524,7;27503,6;0;919,9
16/9/21;9;4;7;185,03;185,03;17072,2;14539;4501,7;4028,9;21573,9;28707,3;0;472,8
16/9/21;9;4;8;194;194;18517,2;15925,1;4749,9;5647,6;23267,1;31239,5;897,7;0
16/9/21;9;4;9;197,81;197,81;19713,4;17772,8;5063,8;6344,1;24777,2;32770,1;1280,3;0
16/9/21;9;4;10;193,91;193,91;21049,6;18634,5;5703;5996,3;26752,6;34740,2;293,3;0
16/9/21;9;4;11;186,68;186,68;22362,8;20980,7;6016,2;4921,7;28379;36090,4;0;1094,5
16/9/21;9;4;12;186,77;186,77;23276,8;22880,2;6119,2;4930,8;29396;36726,2;0;1188,4
16/9/21;9;4;13;186,17;186,17;24055,3;23626;6309,9;4916,4;30365,2;37624;0;1393,5
16/9/21;9;4;14;186;186;24548,7;24042,8;6230,9;4858,8;30779,6;37864,5;0;1372,1
16/9/21;9;4;15;186,69;186,69;24222;24056,5;6177,9;4910,4;30399,9;37472,7;0;1267,5
16/9/21;9;4;16;181,45;181,45;23507,6;23480,4;6328,3;4735,1;29835,9;36889,5;0;1593,2
16/9/21;9;4;17;180;180;23355;22895,2;6763,4;4923,2;30118,4;37222,6;0;1840,2
16/9/21;9;4;18;180;180;22812,3;22168,2;6681,7;5025,8;29494;36964,2;0;1655,9
16/9/21;9;4;19;188,11;188,11;21123,6;20607,3;6098;5992,7;27221,6;35061;0;105,3
16/9/21;9;4;20;197,59;197,59;20192,9;19645;6035,9;6767,8;26228,8;34375,9;731,9;0
16/9/21;9;4;21;198,02;198,02;21026,4;18135,6;6218,2;6712,5;27244,6;35442,9;494,3;0
16/9/21;9;4;22;198,85;198,85;21394,8;18305;6392,6;6846,4;27787,4;35862,9;453,8;0
16/9/21;9;4;23;195,48;195,48;19730,2;16826,3;6090,2;6358,1;25820,4;33407,4;267,9;0
16/9/21;9;4;24;193,47;193,47;18114,9;15325,7;5637,9;5791,1;23752,8;30776,5;153,2;0
17/9/21;9;5;1;175,28;175,28;15274,5;13487,1;5486,6;4499;20761,1;28269,9;0;987,6
17/9/21;9;5;2;172,8;172,8;14372,3;12589,1;5156,7;4164,9;19529;26820,4;0;991,8
17/9/21;9;5;3;161,26;161,26;13847,2;12031,6;4922,4;3963;18769,6;26000,1;0;959,4
17/9/21;9;5;4;159,34;159,34;13482,2;11776;4765,4;3696,6;18247,6;25456,8;0;1068,8
17/9/21;9;5;5;157,43;157,43;13370,8;11529,4;4704,3;3724,7;18075,1;25266,1;0;979,6
17/9/21;9;5;6;160,65;160,65;13430;11418,5;4685,1;3875,6;18115,1;25440,4;0;809,5
17/9/21;9;5;7;172,9;172,9;14423;12004,8;4762;4359,2;19185;27069,1;0;402,8
17/9/21;9;5;8;181,97;181,97;16118,5;14667,9;4988,9;5752,6;21107,4;29373,6;763,7;0
17/9/21;9;5;9;188,17;188,17;16897,2;16520,1;5342,8;6464,8;22240;30624,8;1122;0
17/9/21;9;5;10;182,86;182,86;17984,1;18270,2;5976,7;6394,7;23960,8;32399,1;418;0
17/9/21;9;5;11;175,33;175,33;19349,9;19669,3;6383,1;5310,3;25733;33541,5;0;1072,8
17/9/21;9;5;12;167,13;167,13;20075,3;20879,4;6545,9;5180;26621,2;34256,8;0;1365,9
17/9/21;9;5;13;160,3;160,3;20726,2;21816,7;6675,9;5017,8;27402,1;35104,8;0;1658,1
17/9/21;9;5;14;140,66;140,66;21608,3;22039,3;6595,7;5080,4;28204;35938,3;0;1515,3
17/9/21;9;5;15;140,66;140,66;22650,2;21922,4;6526,2;5298,8;29176,4;36935,3;0;1227,4
17/9/21;9;5;16;140,66;140,66;22283,9;21562,7;6631,2;5502,9;28915,1;36697,6;0;1128,3
17/9/21;9;5;17;140,66;140,66;19990;20854,7;6635,8;5585,5;26625,8;34405,5;0;1050,3
17/9/21;9;5;18;165,53;165,53;18082,7;19763,1;6616,4;5821,9;24699,1;32795;0;794,5
17/9/21;9;5;19;175;175;17158,1;18619,7;6453;5973,3;23611,1;32208,7;0;479,7
17/9/21;9;5;20;181,3;181,3;16963,9;17718,8;6285,5;6794,8;23249,4;32008;509,3;0
17/9/21;9;5;21;185,2;185,2;17484,1;16200,9;6474,3;7214;23958,4;32728,7;739,7;0
17/9/21;9;5;22;179,04;179,04;18220,7;15413,8;6737;6532,8;24957,7;33634,1;0;204,2
17/9/21;9;5;23;172,91;172,91;17064,4;14069,7;6360,4;6164,1;23424,8;31545,9;0;196,3
17/9/21;9;5;24;153,92;153,92;15873,1;13684,5;5902,2;5562,3;21775,3;29419,2;0;339,9
18/9/21;9;6;1;181,36;181,36;17234,3;14290,5;5394,5;5517,3;22628,8;29827,2;122,8;0
18/9/21;9;6;2;178,45;178,45;16423,8;14098,4;5011,8;4516,2;21435,6;28574,3;0;495,6
18/9/21;9;6;3;171,45;171,45;15371;13170,7;4779,8;4159,1;20150,8;27260,2;0;620,7
18/9/21;9;6;4;159,82;159,82;15105;12898,2;4600,9;4079,7;19705,9;26737,8;0;521,2
18/9/21;9;6;5;155,58;155,58;14850,6;12647,5;4517;3992,1;19367,6;26330,9;0;524,9
18/9/21;9;6;6;157,73;157,73;14607;12402;4448,4;3925,4;19055,4;26010,1;0;523
18/9/21;9;6;7;172,15;172,15;14754,7;12207,1;4445,5;4265,1;19200,2;26249,9;0;180,4
18/9/21;9;6;8;165;165;15019,6;12103,8;4510,3;4698,1;19529,9;26940,6;187,8;0
18/9/21;9;6;9;165;165;15814,8;12734,8;4551,5;4718,5;20366,3;27936,9;167;0
18/9/21;9;6;10;165;165;17651;15023,9;4915,2;4629,3;22566,2;30160,1;0;285,9
18/9/21;9;6;11;145,28;145,28;19646,8;17426,6;5149,4;4456,6;24796,2;32007,8;0;692,8
18/9/21;9;6;12;139,32;139,32;20381,9;18977,8;5760,3;4343,4;26142,2;33379,4;0;1416,9
18/9/21;9;6;13;139,32;139,32;20709,7;19803,1;6024,6;4110,2;26734,3;34087,3;0;1914,4
18/9/21;9;6;14;140,37;140,37;20998,1;19917,6;5638,2;4180,5;26636,3;34062,5;0;1457,7
18/9/21;9;6;15;135,5;135,5;19729,1;20100,9;6613,1;4184,2;26342,2;33891,2;0;2428,9
18/9/21;9;6;16;126;126;18751,5;20350;6923;4134;25674,5;33347,2;0;2789
18/9/21;9;6;17;125,94;125,94;18875,2;20379,4;6854,4;4073,1;25729,6;33535,6;0;2781,3
18/9/21;9;6;18;136,81;136,81;17076,8;20012,4;6289,3;3985,1;23366,1;31218,6;0;2304,2
18/9/21;9;6;19;160;160;16281,2;19180,9;5267,6;4152,6;21548,8;29805,1;0;1115
18/9/21;9;6;20;179,91;179,91;16872,6;17814,3;5350,6;4694;22223,2;30702,9;0;656,6
18/9/21;9;6;21;180,3;180,3;18184,6;15840,2;5589,5;4927,9;23774,1;32270,5;0;661,6
18/9/21;9;6;22;187,18;187,18;18689,5;16063,5;5860,5;5480,5;24550;32944;0;380
18/9/21;9;6;23;181,37;181,37;17434,5;15174,9;5539;4792,6;22973,5;31046,4;0;746,4
18/9/21;9;6;24;176;176;16154,6;14009,1;5259,9;4399,4;21414,5;29213,5;0;860,5
19/9/21;9;7;1;167,13;167,13;15420,9;14881,6;4921,2;3310,5;20342,1;28049,3;0;1610,7
19/9/21;9;7;2;161,8;161,8;14426,8;13720,8;4618,9;3174,9;19045,7;26597,6;0;1444
19/9/21;9;7;3;161,8;161,8;13716,9;13000,1;4368,6;2935,4;18085,5;25273;0;1433,2
19/9/21;9;7;4;161,71;161,71;13211,8;12531,3;4189,5;2720;17401,3;24395,2;0;1469,5
19/9/21;9;7;5;161,36;161,36;12901,5;12173,2;4098,2;2676,5;16999,7;23875,5;0;1421,7
19/9/21;9;7;6;161,36;161,36;12790,7;12091,4;4060,7;2610;16851,4;23690,9;0;1450,7
19/9/21;9;7;7;161;161;12787,2;12112,3;4077,1;2602;16864,3;23863,2;0;1475,1
19/9/21;9;7;8;162,21;162,21;12930,9;12313;4127,9;2595,8;17058,8;23935,1;0;1532,1
19/9/21;9;7;9;151;151;13378,6;11978,3;4074,4;2675,7;17453;24365,2;0;1398,7
19/9/21;9;7;10;133,75;133,75;13745,2;13716,2;5440,8;2670,8;19186;26153;0;2770
19/9/21;9;7;11;125,49;137,69;16695,4;16895,4;5597,8;2598,8;22293,2;29306,7;0;2999
19/9/21;9;7;12;113,8;139,32;18718,8;18918,8;5562,3;2563,3;24281,1;31314,9;0;2999
19/9/21;9;7;13;100;139,52;19349,6;19549,6;5587;2588;24936,6;32008,3;0;2999
19/9/21;9;7;14;114,1;139,52;19780,6;19980,6;5578,9;2579,9;25359,5;32476,8;0;2999
19/9/21;9;7;15;119,95;139,34;19674,6;19874,6;5628,4;2629,4;25303;32475,2;0;2999
19/9/21;9;7;16;100;139,32;19394,7;19594,7;5735,8;2736,8;25130,5;32328,3;0;2999
19/9/21;9;7;17;99,99;137,69;18798,6;18998,6;5870,1;2871,1;24668,7;31909;0;2999
19/9/21;9;7;18;119,42;136,2;17968,5;18168,5;5978,9;2979,9;23947,4;31210,5;0;2999
19/9/21;9;7;19;142,28;142,28;17013,7;16957,2;4920,5;3118,8;21934,2;29318,8;0;1801,7
19/9/21;9;7;20;167,54;167,54;16262;16334;5029,4;3102,6;21291,4;29300,5;0;1926,8
19/9/21;9;7;21;182,41;182,41;16898,4;15368,6;5267,1;3997,9;22165,5;30450,2;0;1269,2
19/9/21;9;7;22;187,92;187,92;18246;16267,2;5697,5;4877,3;23943,5;32246,7;0;820,2
19/9/21;9;7;23;183,31;183,31;17598;16073,3;5446;4171,7;23044;31248,3;0;1274,3
19/9/21;9;7;24;178,45;178,45;16481,7;15067,6;5192,8;3807,9;21674,5;29735,1;0;1384,9
20/9/21;9;1;1;155,6;155,6;14880,9;13746,1;4860;3312,8;19740,9;27635,3;0;1547,2
20/9/21;9;1;2;142,28;142,28;14184,5;12833,1;4643,5;3312,9;18828;26519,7;0;1330,6
20/9/21;9;1;3;140,01;140,01;13564,1;12238,3;4442,3;3086,1;18006,4;25507,5;0;1356,2
20/9/21;9;1;4;139,52;139,52;13293,9;12259,7;4587,1;2985,3;17881;25244,1;0;1601,8
20/9/21;9;1;5;139,04;139,04;13208,9;12512;5014,6;3075,5;18223,5;25597,3;0;1939,1
20/9/21;9;1;6;138,64;138,64;13688,4;12864,6;5064,6;3252,4;18753;26271,4;0;1812,2
20/9/21;9;1;7;161,33;161,33;15384,4;14689,4;4356,7;3675,6;19741,1;27776;0;681,1
20/9/21;9;1;8;181,38;181,38;18154;15387,1;4633,6;5000,5;22787,6;30875;366,9;0
20/9/21;9;1;9;188,64;188,64;19435,6;16742,7;4995,7;6245,8;24431,3;32573,7;1250,1;0
20/9/21;9;1;10;180,3;180,3;20884,6;18681,4;5727,7;5530,9;26612,3;34434,7;0;196,8
20/9/21;9;1;11;172,67;172,67;22109,1;21996,4;6177;5055;28286,1;36029,9;0;1122
20/9/21;9;1;12;162,2;162,2;21664,8;24513,9;6317,2;4768,1;27982;35749,4;0;1549,1
20/9/21;9;1;13;155;155;22394;24669,5;6504,5;4739,2;28898,5;36693,4;0;1765,3
20/9/21;9;1;14;149,76;149,76;22623,2;24388,3;6427,3;4692,5;29050,5;36832,3;0;1734,8
20/9/21;9;1;15;142,28;142,28;22192,3;24220,7;6355,1;4562,8;28547,4;36366,9;0;1792,3
20/9/21;9;1;16;145,28;145,28;21200,9;24498,4;6508,3;4510,8;27709,2;35608,5;0;1997,5
20/9/21;9;1;17;142,28;142,28;20654,5;23999,1;6555,5;4510,9;27210;35219,5;0;2044,6
20/9/21;9;1;18;143,78;143,78;20333,7;23655,3;6558,1;4536,5;26891,8;35024,8;0;2021,6
20/9/21;9;1;19;146,78;146,78;19247,4;22254,8;6398,7;4691,3;25646,1;33942,5;0;1707,4
20/9/21;9;1;20;181,37;181,37;19482,9;21009,1;6240,9;6014,7;25723,8;34298,6;0;226,2
20/9/21;9;1;21;185,8;185,8;20633,7;19873,4;6436,9;6614,2;27070,6;36105,5;177,3;0
20/9/21;9;1;22;180;180;20902,9;18921,7;6660,5;6241,7;27563,4;36576,7;0;418,8
20/9/21;9;1;23;154,53;154,53;18905,6;17624,9;6291,4;5381,1;25197;33822,8;0;910,3
20/9/21;9;1;24;133,48;133,48;17059,9;16252,7;6735,1;5147,3;23795;32143,1;0;1587,8
21/9/21;9;2;1;130,12;130,12;17824,6;15861,6;5742,9;5483,2;23567,5;31702,7;0;259,7
21/9/21;9;2;2;128,01;128,01;17293,4;15399,6;5455,3;5212,5;22748,7;30769,3;0;242,8
21/9/21;9;2;3;121,34;121,34;16954,4;15128,5;5488,2;5140;22442,6;30244;0;348,2
21/9/21;9;2;4;121,04;121,04;16626,5;15053,9;5669,5;4992,1;22296;30010,4;0;677,4
21/9/21;9;2;5;120,64;120,64;16515,9;14871,1;5665,7;5010,5;22181,6;29871,1;0;655,2
21/9/21;9;2;6;128,91;128,91;16442,4;14795,9;4983,8;5074;21426,2;29210,1;90,2;0
