Date;IBEOpen;IBEClose;IBEAdjClose;IBEVolume;IBEAdjReturns;IBEXOpen;IBEXClose;IBEXAdjClose;IBEXVolume;IBEXAdjReturn
6/6/22;10,895;10,9;10,894925;23235655;-0,005963327;8785,299805;8836,299805;8836,299805;124143400;0,000599776
7/6/22;10,845;10,835;10,829955;38127979;-0,008767811;8793,299805;8841,599609;8841,599609;139318200;0,000124478
8/6/22;10,825;10,74;10,735;10540805;-0,013507219;8876,700195;8842,700195;8842,700195;145183000;-0,014871023
9/6/22;10,69;10,59;10,59;10169417;-0,026440038;8812,5;8711,200195;8711,200195;174009600;-0,036803262
10/6/22;10,48;10,31;10,31;36148059;-0,020368574;8662;8390,599609;8390,599609;271499400;-0,024706197
13/6/22;10,2;10,1;10,1;12548673;-0,022574257;8312,900391;8183,299805;8183,299805;266905800;-0,014285179
14/6/22;10,095;9,872;9,872;10712708;0,011345219;8229,200195;8066,399902;8066,399902;175608800;0,0134261
15/6/22;10,02;9,984;9,984;13131580;-0,010616987;8201,200195;8174,700195;8174,700195;194099900;-0,011816959
16/6/22;9,986;9,878;9,878;11573296;-0,001822231;8157,5;8078,100098;8078,100098;162994800;0,008393038
17/6/22;9,908;9,86;9,86;42068715;0,015212982;8107,600098;8145,899902;8145,899902;395310900;0,017198848
20/6/22;9,93;10,01;10,01;5907303;-0,027172827;8180,399902;8286;8286;143710700;-0,006082596
